profileUrl,earliestPostDate,dateJoined,profileName,fullName,bio,blockedByViewer,followersCount,followingCount,followedByViewer,followsViewer,instagramID,isBusinessAccount,joinedRecently,category,businessCategory,phoneNumber,isPrivate,isVerified,mutualFollowersCount,imageUrl,requestedByViewer,postsCount,website,query,timestamp,publicEmail,contactPhoneNumber,businessStreetAddress,businessCity,businessZipCode
https://instagram.com/urban.cafe.hk/,,Jul-15,urban.cafe.hk,URBAN Cafe ®🏠觀塘🏠油麻地🏠旺角🏠荔枝角 ⥿ Cat Cafe ⥿ Pet Friendly ⥿ 貓狗 ⥿ 寵物友善,"🔗訂位請按主頁連結👇🏻或𝗪𝗮𝗹𝗸 𝗜𝗻🚶🏻
⥿
🏘️香港最大最多貓貓𝗖𝗮𝗳𝗲
🤍免入場費免鐘錢
🐈𝟯𝟬𝟬🆙
🍯餐飲供應
⥿
🍪觀塘駱駝漆大廈第𝟭座𝟲樓
🍮旺角僑建大廈𝟮樓
🥐旺角兆萬中心𝟭𝟰樓
🥨荔枝角麗新商業中心𝟭樓
⥿
🏠荔枝角限定『全室內𝗣𝗲𝘁 𝗙𝗿𝗶𝗲𝗻𝗱𝗹𝘆 𝗖𝗮𝗳𝗲』
🦴可帶寵物入場
⥿",FALSE,51097,9,FALSE,FALSE,1938666113,TRUE,FALSE,Pet Cafe,None,,FALSE,FALSE,0,https://scontent-ams4-1.cdninstagram.com/v/t51.2885-19/332971456_210506288179881_5190450629885037577_n.jpg?stp=dst-jpg_s320x320&_nc_ht=scontent-ams4-1.cdninstagram.com&_nc_cat=109&_nc_ohc=755rrrHRCLoQ7kNvgER5nGf&_nc_gid=beaa3c0a1583429f8a8308e02379f895&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AYAgGK1LHfb5bBE8BUGojJFfhgL-kBL8OEOqHiLGDj2ieA&oe=66E4585D&_nc_sid=8b3546,FALSE,995,http://inline.app/booking/urbancafe,https://www.instagram.com/urban.cafe.hk/?hl=en&__coig_challenged=1,9/9/2024,urban.cafe.hongkong@gmail.com,,,,
https://instagram.com/catiocatiocafe/,23/7/2021 14:22,Jul-21,catiocatiocafe,Catio 🐈 🐱 Cat Cafe 貓咪咖啡館,"銅鑼灣西日式貓咪咖啡館- Catio是13隻貓和貓奴的家。和貓咪嬉戲，享用一頓美食，確是貓奴們的小確幸。我們只用優質食材, 全日免加一。
查詢☎️：64134929
營業時間：星期一至日：中午12時至晚上9時半
訂座請點擊以下連結。我們亦預留walk-in位，如未能訂座歡迎walk-in",FALSE,5078,521,FALSE,FALSE,48845841148,TRUE,FALSE,Pet Cafe,None,,FALSE,FALSE,0,https://scontent-cdg4-2.cdninstagram.com/v/t51.2885-19/222381405_3808710912568219_5468837139151639110_n.jpg?stp=dst-jpg_s320x320&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=107&_nc_ohc=rD1rpxBkLt8Q7kNvgEH32NF&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AYBZPO6d2COEQ2QkGIPjkyyo0f2WyTY4nveih_iOFO6AlQ&oe=66E45558&_nc_sid=8b3546,FALSE,529,https://linktr.ee/catiocatiocafe,https://www.instagram.com/catiocatiocafe/?hl=en,9/9/2024,,85264134929,"1502 United Success Commercial Centre, 506-508 Jaffe Road, Causeway Bay",Hong Kong,
https://instagram.com/meow_art_coffee/,20/11/2022 16:51,Nov-22,meow_art_coffee,Meow Art Coffee,"我地係一間佔地1600呎既海景共享空間，設有不同種類工作坊參加（歡迎Walk in,包場）
場內仲有可愛店長們s等緊各位奴才架😻
🕚營業時間：
星期一至五
12:00-21:00
星期六、日及公眾假期
11:00-21:00
☎️歡迎電話或WhatsApp訂位:5690 0686
網上訂位又得",FALSE,2219,35,FALSE,FALSE,56550772128,TRUE,FALSE,Pet Cafe,None,,FALSE,FALSE,0,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-19/316477127_1302443630539055_2236339395548644192_n.jpg?stp=dst-jpg_s320x320&_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=ZpViTenKNoAQ7kNvgFnzkC-&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AYDbdpL1-QYe6Pp2NxsQAlCVmQC18CidctyFCInhnF_b9Q&oe=66E45ECF&_nc_sid=8b3546,FALSE,370,https://www.meowartcoffee.com/,https://www.instagram.com/meow_art_coffee/?hl=en,9/9/2024,meowartcoffee@gmail.com,85256900686,荃灣柴灣角街 38-40號銓通工業大廈18樓A室,Hong Kong,0
https://instagram.com/nekoscube/,,Apr-22,nekoscube,Nekos Cube 方塊貓,"貓痴必藏寶地～被貓貓圍繞寵幸的時刻！
共享空間 ·喵Cafe😍  
⬇️只限網上預約⬇️ / 不接受Walk-in
🕑營業：平日及假日1230-2030
最後入場時間：2000
🏖不定休🏕",FALSE,12225,83,FALSE,FALSE,52760194155,TRUE,FALSE,Pet Cafe,None,,FALSE,FALSE,0,https://scontent-cdg4-2.cdninstagram.com/v/t51.2885-19/313210186_5598816936877236_1383385169640858151_n.jpg?stp=dst-jpg_s320x320&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=100&_nc_ohc=q4NlxFEMN5cQ7kNvgEuxv0g&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AYAXU_KIQyJVKzl5hsrgrPLjI2ZmyanMiWopkxDdA2mKyw&oe=66E46817&_nc_sid=8b3546,FALSE,603,https://www.nekoscube.com/,https://www.instagram.com/nekoscube/?hl=en,9/9/2024,info@nekoscube.com,85270753977,新界荃灣路德圍4號荃運樓2期1樓A室,Hong Kong,0
https://instagram.com/catislandcafe/,,Apr-18,catislandcafe,阿貓地攤 與 貓仙島,"全港歷史最悠久嘅貓Cafe😸
香港銅鑼灣富明街2號寶明大廈3樓D室
#阿貓地攤 #貓仙島 #catstore #catisland
.
生日派對😻. Birthday party🎊朋友聚會.包場party🎉😺歡迎合作",FALSE,1630,25,FALSE,FALSE,7614390542,TRUE,FALSE,Restaurant,None,,FALSE,FALSE,0,https://scontent-ams2-1.cdninstagram.com/v/t51.2885-19/428051719_412413294558947_3219254150369312077_n.jpg?stp=dst-jpg_s320x320&_nc_ht=scontent-ams2-1.cdninstagram.com&_nc_cat=111&_nc_ohc=mGo_f5gLKskQ7kNvgGbPqoU&_nc_gid=ed073b2c1ec34ac9bb33ac1c589af6b4&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AYB9LEE9K092gOIieLiSZhNGO5c-vvMkuoDSthPPhJNdnA&oe=66E43FCA&_nc_sid=8b3546,FALSE,248,https://www.facebook.com/cwbcatstore/,https://www.instagram.com/catislandcafe/?hl=en,9/9/2024,Catisland2018@gmail.com,85227109953,"3DE, Po Ming Building, 2 Fu Ming Street,",Causeway Bay,HK
https://instagram.com/catstearoom/,,Feb-15,catstearoom,貓之茶房 Cats Tea Room 🏡 尖沙咀．旺角．荃灣 | 貓Cafe |  旺角尖沙咀貓貓全領養 | 每月捐款流浪貓機構,"👇🏻 訂位請按主頁連結
☎️ whatsapp 6633 0790
🏡 荃灣眾安街110號1樓
🏡 旺角弼街60號1樓
🏡 尖沙咀海防道53號海防大廈3樓3室
🕐 星期一至五1330-2230
星期六日及假期1130-2230
☕ $38 每小時, 首小時$58 (假日每小時+$10)",FALSE,36104,100,FALSE,FALSE,1692897736,TRUE,FALSE,Pet Cafe,None,,FALSE,FALSE,0,https://scontent-ams4-1.cdninstagram.com/v/t51.2885-19/287040832_131930696171383_5209681884562354791_n.jpg?stp=dst-jpg_s320x320&_nc_ht=scontent-ams4-1.cdninstagram.com&_nc_cat=107&_nc_ohc=1qRXIaXiH0wQ7kNvgFqGcnH&_nc_gid=1a27fb51db5446ed8b2bcaa1a05a4e2d&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AYBERPovv-_sESzVmoyISnz9qdToA401ytfdgj3R1lqlSg&oe=66E44C26&_nc_sid=8b3546,FALSE,1783,https://inline.app/booking/catstearoom?fbclid=PAAaaMolUNhJixW94Vasv09iF_BVAdtIVX_tOCpfdkVPnJ2cF6LhxENCxdv-c&language=zh-hk,https://www.instagram.com/catstearoom/,9/9/2024,,,,,
https://instagram.com/honeymoon_pet/,9/8/2022 6:31,Aug-22,honeymoon_pet,動物穴｜位於九龍日系貓cafe｜Cat Cafe 觀塘貓咖,"動物穴係一個包含🪡手工藝手作坊
🏖休閒空間🐱1500呎兩層高貓貓Cafe 
😽41隻可愛貓😽
🐭兩隻駐場貂貂
🎏歡迎得閒冇事嚟同🐈貓店長📽打卡。
歡迎寵物派對🎉場地租用
🕰️營業時間： 11:00 - 21:00",FALSE,8544,3644,FALSE,FALSE,54561812375,TRUE,FALSE,Pet Cafe,None,,FALSE,FALSE,0,https://scontent-cdg4-2.cdninstagram.com/v/t51.2885-19/446116893_340818285775189_1469535332282513713_n.jpg?stp=dst-jpg_s320x320&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=101&_nc_ohc=o22AZBMppowQ7kNvgFMlEjn&_nc_gid=378fabf4bb5043d49cb9e12d9967ab59&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AYByAx__Xy4gZ8HdZ2DSCSPh6uX1ofPFoknXOEWRE3hFLQ&oe=66E43DCB&_nc_sid=8b3546,FALSE,533,http://www.groomypetspace.com/,https://www.instagram.com/honeymoon_pet/,9/9/2024,sales@groomypetshop.com,85257036986,官塘工業中心一期地庫F室,Hong Kong,
https://instagram.com/manymo_cafe/,21/2/2023 6:23,Feb-23,manymo_cafe,Many Mo Cafe🐈 多毛 ｜旺角貓Cafe |,"🔥全港人貓比例最高貓Cafe🔥
🐈over 40隻
🚫免入場費 邊玩邊食🍝
📅星期一至日 11:30 - 21:30
📝接受whatsapp訂座 歡迎walk in
☎️訂座電話 & Whatsapp : 94488944",FALSE,19068,1,FALSE,FALSE,58334447894,TRUE,FALSE,Pet Cafe,None,,FALSE,FALSE,0,https://scontent-cdg4-2.cdninstagram.com/v/t51.2885-19/332362987_1185328535682981_6851532031415710582_n.jpg?stp=dst-jpg_s320x320&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=109&_nc_ohc=Ll5C9EgnLw0Q7kNvgHvQsc5&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AYDnZ0GusHLtFeIiGkV6aTnOMk1Sja_N-sVTW_K5Yh9XiQ&oe=66E45B23&_nc_sid=8b3546,FALSE,224,https://wa.me/85294488944,https://www.instagram.com/manymo_cafe/,9/9/2024,manymocafe@gmail.com,85294488944,旺角彌敦道732號寛成樓1樓,Hong Kong,
https://instagram.com/acupofcat_cafe/,31/5/2021 16:16,Oct-14,acupofcat_cafe,嘆杯貓茶Cafe🐱「唔使預約💕歡迎Walk-in」,"42隻貓貓+CP值首選 1500呎
❣️全年無休 專心吸貓🐱❣️
🫰🏻攜衝救貓小組 @help_ofcat 🫰🏻
🙀MTR 3分鐘即到 
地址：
葵芳金龍工業中心2座24J  (🐱WhatsApp客服有路線圖💕唔會蕩失路🐱）
—
收入部分援助浪浪日常",FALSE,13272,91,FALSE,FALSE,1546228767,TRUE,FALSE,Cafe,None,,FALSE,FALSE,0,https://scontent-ams4-1.cdninstagram.com/v/t51.2885-19/193736581_302062388320207_4377524050634178780_n.jpg?stp=dst-jpg_s320x320&_nc_ht=scontent-ams4-1.cdninstagram.com&_nc_cat=107&_nc_ohc=X-D3H5kRvYwQ7kNvgGp9sn5&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AYBdAwT0Tx84uzto6-iK1E_451jlMo3s9gH8zo-8HBRBfw&oe=66E58324&_nc_sid=8b3546,FALSE,344,https://linktr.ee/acupofcat_cafe,https://www.instagram.com/acupofcat_cafe/,10/9/2024,,,"Flat J , 24/F, Block 2, Golden Dragon Industrial Centre, Kwai Fung","Kwai Chung, Hong Kong",
https://instagram.com/meow_plus_space/,15/11/2022 15:30,Nov-21,meow_plus_space,喵家空間 meow plus space,"#觀塘駱駝漆大廈三座5樓C室
#來自臺北 獨特日式高端設計 人與🐱的共享空間
#一起體驗臺北貓貓的風情（發嗲~黏人）
#臺灣天仁茗茶 #咖啡 隨您暢飲
#親養的貓咪 黏得讓貓奴走不動 超黏人的德文卷毛 超級討抱的布偶  超酷的溫柔緬絪 英短⋯⋯
#提供全日 日式餐食
#營業時間 1130-2030",FALSE,3368,367,FALSE,FALSE,50486320148,TRUE,FALSE,Restaurant,None,,FALSE,FALSE,0,https://scontent-cdg4-3.cdninstagram.com/v/t51.2885-19/323597006_605644068035375_4310587554615549737_n.jpg?stp=dst-jpg_s320x320&_nc_ht=scontent-cdg4-3.cdninstagram.com&_nc_cat=111&_nc_ohc=fKVc1eNWs7AQ7kNvgF47PqI&_nc_gid=6960ba2fbe2c4b9387c956aa9f30fb72&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AYALAv4ZGf_9GoLxoSM0D6b05x-yx3QjvqvrW5oWbalESw&oe=66E470FC&_nc_sid=8b3546,FALSE,331,https://wa.me//85298246980,https://www.instagram.com/meow_plus_space/,9/9/2024,l96477810@gmail.com,85298246980,九龍觀塘駱駝漆大廈3座5樓C室(觀塘站B出口直行5分鐘）,Hong Kong,
